asvID,Kingdom,Phylum,Class,Order,Family,Genus,Species
asv2464,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,NA,NA
asv2465,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,NA,NA
asv2467,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas,NA
asv2469,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv2470,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,NA
asv2471,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA
asv2472,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,NA,NA
asv2473,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,NA
asv2474,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv2475,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cognatishimia,NA
asv2476,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,NA,NA,NA
asv2477,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA,NA
asv2478,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
asv2479,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
asv2480,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
asv2481,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
asv2482,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yanofskybacteria,NA,NA,NA
asv2483,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NA,NA
asv2484,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,kribbensis
asv2485,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Ponticaulis,koreensis
asv2487,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,NA,NA
asv2489,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
asv2492,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,prausnitzii
asv2493,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
asv2494,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,illinoisensis
asv2495,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
asv2496,Bacteria,Cyanobacteria,NA,NA,NA,NA,NA
asv2497,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,NA
asv2498,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
asv2499,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
asv2500,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,NA
asv2502,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
asv2503,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv2504,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,NA
asv2505,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,luojiensis
asv2506,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,NA
asv2507,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Pseudactinotalea,NA
asv2508,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,NA
asv2510,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
asv2514,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv2515,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08,NA,NA
asv2516,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
asv2517,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv2518,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
asv2519,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,NA,NA
asv2520,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,NA
asv2521,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
asv2522,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,NA
asv2523,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
asv2524,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
asv2525,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
asv2527,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,NA
asv2528,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
asv2529,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,NA
asv2530,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
asv2531,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv2532,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Nafulsella,NA
asv2533,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,NA
asv2534,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
asv2535,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
asv2536,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
asv2537,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
asv2538,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
asv2540,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arcticiflavibacter,NA
asv2542,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
asv2546,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA
asv2548,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,litoralis
asv2549,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,NA
asv2550,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,NA,NA,NA
asv2551,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,NA
asv2552,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7 marine group,NA,NA
asv2553,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
asv2554,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv2555,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
asv2556,Bacteria,Patescibacteria,Parcubacteria,Candidatus Vogelbacteria,NA,NA,NA
asv2557,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
asv2558,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,NA
asv2559,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
asv2560,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
asv2561,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Aliidongia,NA
asv2562,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
asv2563,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,Candidatus Puniceispirillum,NA
asv2566,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
asv2567,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
asv2568,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
asv2569,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
asv2570,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,NA
asv2571,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,NA,NA
asv2572,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,maltophilia
asv2573,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
asv2574,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv2575,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
asv2576,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
asv2577,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv2578,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parablastomonas,NA
asv2581,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,NA
asv2582,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Uliginosibacterium,NA
asv2583,Bacteria,Firmicutes,Bacilli,Bacillales,Marinococcaceae,Marinococcus,NA
asv2585,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv2586,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
asv2587,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
asv2588,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula,bermudensis
asv2589,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,NA
asv2590,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
asv2591,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,NA,NA,NA
asv2592,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
asv2593,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
asv2595,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peregrinibacteria,NA,NA,NA
asv2596,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
asv2597,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA,NA,NA
asv2598,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,NA
asv2599,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,NA
asv2600,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv2601,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Sva0081 sediment group,NA
asv2602,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
asv2603,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,NA
asv2604,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,maris
asv2605,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
asv2606,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
asv2607,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
asv2609,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
asv2610,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,NA,NA,NA
asv2611,Bacteria,Patescibacteria,ABY1,Candidatus Magasanikbacteria,NA,NA,NA
asv2612,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
asv2613,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv2614,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,C39,NA
asv2615,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,NA
asv2616,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,Candidatus Puniceispirillum,NA
asv2618,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA,NA
asv2619,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv2620,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA,NA
asv2621,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,pLW-20,NA
asv2622,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,NA,NA,NA
asv2623,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
asv2624,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA
asv2625,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,NA
asv2626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
asv2628,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,NA
asv2630,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA
asv2631,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,NA
asv2632,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
asv2633,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
asv2634,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Aliicoccus,NA
asv2635,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,salmoneum
asv2636,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,NA
asv2637,Archaea,Halobacterota,Halobacteria,Halobacterales,Halococcaceae,Halococcus,NA
asv2638,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
asv2639,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
asv2640,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA,NA
asv2641,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
asv2642,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
asv2645,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv2646,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv2647,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
asv2648,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
asv2649,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,NA
asv2650,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,fructosivorans
asv2651,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,NA
asv2652,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
asv2653,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA
asv2654,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv2656,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,NA
asv2657,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
asv2658,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA
asv2659,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,NA,NA
asv2660,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA
asv2661,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
asv2664,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv2665,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
asv2666,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella,NA
asv2667,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NA
asv2668,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans,NA
asv2669,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA
asv2670,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans,NA
asv2671,Bacteria,Proteobacteria,Gammaproteobacteria,CCM19a,NA,NA,NA
asv2672,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA
asv2673,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,NA
asv2676,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
asv2677,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Euryhalocaulis,NA
asv2678,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
asv2679,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
asv2680,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
asv2681,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA
asv2682,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,NA
asv2683,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA
asv2686,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
asv2687,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,NA
asv2688,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv2689,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
asv2690,Bacteria,NA,NA,NA,NA,NA,NA
asv2691,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae1,Alcanivorax,NA
asv2692,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,C39,NA
asv2693,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,NA,NA,NA
asv2696,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,faecis
asv2697,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus Thiobios,NA
asv2698,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,oralis
asv2699,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
asv2700,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
asv2701,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
asv2702,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
asv2703,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
asv2705,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
asv2706,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,NA
asv2707,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chungangia,NA
asv2708,Bacteria,Firmicutes,Thermoanaerobacteria,Thermoanaerobacterales,Family III,Thermoanaerobacterium,thermosaccharolyticum
asv2709,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Georgfuchsia,NA
asv2710,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,NA
asv2711,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
asv2712,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,NA
asv2714,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
asv2715,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Panacagrimonas,NA
asv2717,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv2718,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,A714019,NA
asv2719,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,putredinis
asv2720,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA,NA
asv2721,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA,NA
asv2722,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA
asv2723,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv2725,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,dentocariosa
asv2726,Bacteria,Actinobacteriota,Actinobacteria,PeM15,NA,NA,NA
asv2727,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
asv2728,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,NA
asv2729,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
asv2730,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,NA,NA,NA
asv2731,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
asv2732,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NA,NA,NA
asv2733,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
asv2734,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
asv2736,Bacteria,NA,NA,NA,NA,NA,NA
asv2737,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,C1-B045,NA
asv2738,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv2740,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerococcus,NA,NA
asv2741,Bacteria,Planctomycetota,Pla3 lineage,NA,NA,NA,NA
asv2742,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
asv2743,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA,NA
asv2744,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
asv2745,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,NA
asv2746,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV114,NA
asv2747,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA,NA
asv2748,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
asv2749,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
asv2750,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
asv2751,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,taiwanensis
asv2752,Bacteria,Proteobacteria,Gammaproteobacteria,JG36-GS-52,NA,NA,NA
asv2753,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA,NA
asv2754,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,NA
asv2755,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,NA
asv2757,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA
asv2758,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA,NA,NA
asv2759,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NA
